borrower_id,first_name,last_name,age,gender,marital_status,distance_from_branch_miles,education_level,occupation_sector,num_previous_lenders,total_employment_years,account_open_date,default_flag
2436,Robert,Taylor,35,Male,Divorced,16,Master's,Marketing,4,9.9,2023-01-01,0
2437,Sarah,Miller,28,Female,Divorced,3,Bachelor's,Medical,0,10,2015-01-01,0
2438,William,Garcia,33,Male,Divorced,3,Some College,Human Resources,3,7,2020-01-01,0
2439,Elizabeth,Lopez,34,Female,Married,6,Bachelor's,Life Sciences,3,5.5,2023-01-01,0
2440,Kenneth,Brown,23,Male,Married,4,No Degree,Technical Degree,1,7,2016-12-31,1
2441,Joseph,Wilson,40,Male,Married,10,Master's,Technical Degree,3,10,2017-12-31,0
2442,Christopher,Brown,34,Male,Single,3,No Degree,Life Sciences,0,7,2017-12-31,0
2443,Ashley,Thomas,35,Female,Married,8,Some College,Marketing,4,16,2011-01-01,0
2444,Donald,Miller,33,Male,Married,25,Bachelor's,Technical Degree,3,16,2011-01-01,0
2445,Emily,Garcia,38,Female,Single,1,No Degree,Life Sciences,3,8,2024-01-01,0
2446,Margaret,Smith,28,Female,Single,1,Some College,Medical,1,12,2012-01-01,0
2447,Joseph,Johnson,29,Male,Married,1,Some College,Life Sciences,1,4.4,2020-01-01,0
2448,Barbara,Jackson,29,Female,Divorced,7,No Degree,Medical,6,8.8,2020-01-01,0
2449,Emily,Garcia,40,Female,Single,24,Bachelor's,Life Sciences,4,24.2,2023-01-01,1
2450,Barbara,Taylor,40,Female,Single,16,Bachelor's,Life Sciences,6,19.8,2020-01-01,0
2451,Patricia,Jackson,33,Female,Divorced,1,Doctoral/Professional,Medical,4,10,2017-12-31,0
2452,William,Johnson,35,Male,Married,11,Some College,Medical,2,10,2020-01-01,1
2453,Elizabeth,Rodriguez,28,Female,Divorced,7,Master's,Marketing,7,8,2020-12-31,0
2454,David,Taylor,45,Male,Married,1,No Degree,Life Sciences,3,25,2000-12-31,0
2455,Matthew,Martin,33,Male,Married,5,No Degree,Life Sciences,6,8,2019-01-01,0
2456,Andrew,Smith,54,Male,Single,8,Master's,Life Sciences,6,39.6,2016-12-31,0
2457,Thomas,Williams,26,Male,Single,5,Bachelor's,Medical,0,6.6,2019-01-01,0
2458,Richard,Anderson,45,Male,Married,2,Master's,Marketing,7,4,2023-01-01,0
2459,Kenneth,Thomas,39,Male,Divorced,9,Bachelor's,Medical,2,21,2006-01-01,0
2461,Joseph,Wilson,45,Male,Divorced,9,Bachelor's,Life Sciences,8,22,2007-01-01,0
2462,Kenneth,Jones,46,Male,Single,13,Master's,Life Sciences,6,20.9,2014-01-01,1
2463,Emily,Garcia,36,Female,Single,1,Doctoral/Professional,Medical,4,7,2023-01-01,0
2467,Kenneth,Jackson,42,Male,Married,2,Bachelor's,Life Sciences,2,26.4,2004-01-01,0
2469,Betty,Gonzalez,58,Female,Divorced,5,Bachelor's,Technical Degree,2,26.4,2017-12-31,0
2471,James,Miller,32,Male,Married,1,Master's,Medical,0,3,2022-01-01,0
2473,Anthony,Jones,38,Male,Married,26,Bachelor's,Marketing,1,8.8,2016-12-31,0
2474,Donna,Brown,29,Female,Single,2,Bachelor's,Life Sciences,7,3,2023-01-01,1
2477,John,Moore,50,Male,Divorced,28,Bachelor's,Marketing,4,22,2020-12-31,1
2479,Jennifer,Thomas,36,Female,Single,7,Master's,Marketing,0,8,2016-12-31,0
2480,Barbara,Martin,51,Female,Single,11,Some College,Technical Degree,3,31.9,2019-01-01,0
2481,Paul,Smith,34,Male,Divorced,15,Bachelor's,Medical,7,17.6,2009-12-31,0
2482,Anthony,Taylor,40,Male,Divorced,19,Bachelor's,Medical,6,7,2022-01-01,1
2483,Margaret,Lopez,39,Female,Married,1,No Degree,Life Sciences,1,21,2003-01-01,0
2484,Patricia,Taylor,30,Female,Single,10,Bachelor's,Medical,9,9,2016-12-31,0
2485,Margaret,Davis,28,Female,Married,5,Bachelor's,Life Sciences,2,12,2014-01-01,0
2486,Donald,Gonzalez,26,Male,Married,2,Master's,Medical,5,5.5,2020-12-31,1
2487,Daniel,Jackson,41,Male,Married,1,Bachelor's,Marketing,1,11,2014-01-01,0
2488,Emily,Brown,52,Female,Divorced,1,Master's,Life Sciences,7,33,2019-01-01,0
2490,Sarah,Thomas,35,Female,Married,21,Some College,Medical,5,11,2019-01-01,0
2491,Joseph,Williams,19,Male,Single,7,No Degree,Marketing,1,1,2023-01-01,1
2492,Karen,Martin,35,Female,Divorced,25,Some College,Medical,7,9.9,2017-12-31,0
2494,Sarah,Miller,56,Female,Married,11,Doctoral/Professional,Marketing,4,6,2024-01-01,0
2495,Mary,Smith,32,Female,Married,8,Some College,Technical Degree,1,14.3,2011-01-01,0
2496,Emily,Taylor,39,Female,Divorced,2,Master's,Life Sciences,4,10,2016-12-31,1
2497,Michael,Taylor,58,Male,Single,10,Master's,Medical,0,38,1987-01-01,0
2498,James,Gonzalez,31,Male,Divorced,13,Master's,Medical,2,9,2020-12-31,1
2499,Richard,Hernandez,29,Male,Married,2,Master's,Life Sciences,1,6,2019-01-01,0
2500,Margaret,Lopez,33,Female,Married,4,Master's,Medical,8,8,2019-01-01,0
2501,Michael,Jones,34,Male,Single,2,Bachelor's,Other,1,6,2017-12-31,0
2502,Anthony,Jackson,31,Male,Divorced,3,Master's,Medical,9,9.9,2022-01-01,0
2503,Charles,Rodriguez,30,Male,Married,3,Bachelor's,Life Sciences,4,9,2019-01-01,0
2504,Kimberly,Wilson,31,Female,Married,1,No Degree,Life Sciences,1,4.4,2020-01-01,0
2505,Andrew,Lopez,37,Male,Married,25,Some College,Life Sciences,3,13,2017-12-31,0
2508,Anthony,Moore,37,Male,Single,10,No Degree,Medical,7,9.9,2020-01-01,0
2509,Kimberly,Thomas,20,Female,Single,11,Bachelor's,Medical,1,1.1,2023-01-01,1
2510,David,Lopez,48,Male,Divorced,7,Bachelor's,Marketing,4,15,2022-01-01,0
2512,Donald,Rodriguez,36,Male,Divorced,9,Some College,Medical,2,14.3,2020-12-31,0
2513,Karen,Jackson,38,Female,Divorced,10,Bachelor's,Technical Degree,7,7,2019-01-01,0
2514,Nancy,Gonzalez,43,Female,Single,9,Bachelor's,Marketing,8,7.7,2020-01-01,1
2515,William,Brown,31,Male,Divorced,8,Master's,Marketing,0,6.6,2019-01-01,0
2516,Joseph,Anderson,46,Male,Married,4,Doctoral/Professional,Medical,2,25.3,2022-01-01,0
2518,Susan,Taylor,35,Female,Married,9,Bachelor's,Life Sciences,1,18.7,2007-01-01,0
2519,Betty,Hernandez,32,Female,Married,4,Bachelor's,Life Sciences,1,15.4,2009-12-31,0
2520,Kimberly,Martin,30,Female,Married,5,Bachelor's,Life Sciences,2,12,2014-01-01,0
2521,Patricia,Garcia,34,Female,Single,5,Bachelor's,Medical,2,14,2012-12-31,0
2522,Betty,Smith,35,Female,Married,16,Some College,Other,0,4,2020-12-31,0
2523,Jennifer,Jones,43,Female,Married,11,Some College,Life Sciences,3,26,2015-01-01,0
2524,Ashley,Martin,23,Female,Married,1,Bachelor's,Life Sciences,0,5.5,2020-01-01,0
2526,Jennifer,Rodriguez,51,Female,Single,3,Bachelor's,Medical,3,21,2016-12-31,0
2527,Joseph,Lopez,30,Male,Divorced,1,Bachelor's,Life Sciences,0,6.6,2019-01-01,0
2528,Jennifer,Martin,32,Female,Divorced,19,Bachelor's,Medical,4,16.5,2012-12-31,0
2529,John,Gonzalez,30,Male,Single,5,Master's,Technical Degree,2,13.2,2016-12-31,0
2530,Betty,Martin,36,Female,Divorced,7,Some College,Medical,1,8.8,2016-01-01,0
2531,Dorothy,Martinez,28,Female,Divorced,9,Bachelor's,Medical,5,6,2022-01-01,0
2533,David,Thomas,28,Male,Married,2,No Degree,Technical Degree,1,1.1,2023-01-01,0
2535,Susan,Taylor,36,Female,Married,10,Master's,Technical Degree,1,10,2014-01-01,0
2536,Thomas,Miller,38,Male,Married,10,No Degree,Medical,0,3.3,2022-01-01,0
2537,John,Martin,34,Male,Single,8,Master's,Life Sciences,1,11,2014-01-01,0
2538,Dorothy,Taylor,37,Female,Married,11,Some College,Medical,5,16.5,2023-01-01,1
2541,Daniel,Davis,35,Male,Married,10,Bachelor's,Medical,9,16.5,2011-01-01,0
2542,James,Garcia,49,Male,Divorced,2,Bachelor's,Medical,5,14.3,2020-01-01,0
2543,Jennifer,Rodriguez,33,Female,Married,16,Some College,Other,0,4,2020-12-31,0
2544,Matthew,Lopez,45,Male,Married,14,Master's,Technical Degree,8,17.6,2016-01-01,0
2545,Matthew,Gonzalez,34,Male,Married,6,Master's,Life Sciences,3,9.9,2020-12-31,0
2546,Andrew,Miller,51,Male,Single,6,Bachelor's,Life Sciences,7,23,2004-01-01,0
2547,Steven,Smith,34,Male,Married,29,Bachelor's,Medical,4,11,2016-01-01,0
2548,Robert,Williams,29,Male,Single,24,Bachelor's,Technical Degree,1,1,2023-01-01,1
2549,Kimberly,Martinez,36,Female,Divorced,1,Bachelor's,Technical Degree,2,17,2016-12-31,0
2550,Paul,Jackson,54,Male,Divorced,1,Master's,Life Sciences,1,13,2011-01-01,0
2551,Nancy,Lopez,35,Female,Married,8,Some College,Marketing,4,17.6,2011-01-01,0
2552,Sarah,Davis,54,Female,Divorced,19,Master's,Medical,9,9.9,2019-01-01,0
2554,Mark,Gonzalez,55,Male,Married,18,Master's,Medical,3,17,2016-01-01,1
2556,Charles,Garcia,20,Male,Single,4,Bachelor's,Technical Degree,1,1.1,2023-01-01,1
2558,Michael,Moore,33,Male,Married,18,Master's,Medical,0,6,2019-01-01,0
2559,Robert,Taylor,32,Male,Single,7,Master's,Medical,1,1.1,2023-01-01,0
2560,Karen,Hernandez,43,Female,Married,25,Some College,Life Sciences,0,11,2015-01-01,0
2561,Linda,Taylor,37,Female,Divorced,14,Bachelor's,Life Sciences,1,19.8,2006-01-01,0
2562,Charles,Moore,38,Male,Married,29,Bachelor's,Technical Degree,3,9,2016-12-31,0
2563,Andrew,Rodriguez,33,Male,Married,7,Bachelor's,Medical,0,15.4,2011-01-01,0
2565,Andrew,Thomas,41,Male,Divorced,6,Master's,Other,4,23.1,2023-01-01,0
2567,Sandra,Anderson,33,Female,Married,23,Master's,Medical,3,4,2022-01-01,0
2568,Emily,Smith,41,Female,Single,10,Master's,Life Sciences,0,9,2016-01-01,0
2569,Ashley,Brown,45,Female,Single,27,Some College,Life Sciences,4,8.8,2019-01-01,1
2570,Charles,Williams,27,Male,Single,23,Bachelor's,Life Sciences,9,6,2020-12-31,0
2571,Matthew,Davis,29,Male,Married,6,No Degree,Medical,1,1,2023-01-01,0
2572,Jessica,Hernandez,30,Female,Married,8,Some College,Medical,5,9.9,2019-01-01,0
2573,Anthony,Lopez,18,Male,Single,4,Bachelor's,Technical Degree,1,1,2023-01-01,1
2575,James,Rodriguez,41,Male,Divorced,9,Bachelor's,Medical,2,23.1,2006-01-01,0
2576,Joseph,Martinez,53,Male,Married,26,Master's,Human Resources,4,35,2014-01-01,0
2577,Robert,Gonzalez,45,Male,Married,29,Master's,Life Sciences,1,10,2014-01-01,1
2579,Paul,Garcia,38,Male,Married,2,Some College,Life Sciences,3,13,2016-01-01,0
2580,Donald,Hernandez,34,Male,Single,3,Bachelor's,Technical Degree,4,10,2016-01-01,0
2581,Daniel,Miller,51,Male,Married,1,Bachelor's,Life Sciences,1,1.1,2023-01-01,0
2582,Andrew,Rodriguez,40,Male,Married,2,Doctoral/Professional,Medical,7,10,2020-01-01,0
2583,David,Miller,27,Male,Single,2,Some College,Life Sciences,1,10,2014-01-01,0
2584,Ashley,Miller,33,Female,Single,16,Bachelor's,Life Sciences,1,12.1,2012-12-31,1
2586,Charles,Miller,42,Male,Married,29,Bachelor's,Life Sciences,1,10,2015-01-01,0
2587,Joseph,Miller,31,Male,Married,7,Bachelor's,Medical,0,14,2011-01-01,0
2588,Joseph,Martin,39,Male,Married,21,Master's,Life Sciences,3,8.8,2019-01-01,0
2589,Daniel,Jones,19,Male,Single,9,Some College,Medical,1,3,2020-12-31,1
2590,Michael,Brown,40,Male,Single,14,Bachelor's,Medical,1,23.1,2004-01-01,0
2591,Robert,Thomas,37,Male,Married,9,Bachelor's,Medical,1,4.4,2020-01-01,0
2592,Kenneth,Smith,23,Male,Married,19,No Degree,Medical,3,7.7,2020-12-31,0
2593,Paul,Johnson,40,Male,Divorced,12,Bachelor's,Medical,8,7.7,2019-01-01,0
2595,Kenneth,Hernandez,29,Male,Married,5,Bachelor's,Technical Degree,1,6,2019-01-01,0
2597,Charles,Thomas,46,Male,Married,15,Some College,Life Sciences,5,27.5,2020-01-01,0
2598,David,Taylor,29,Male,Divorced,2,Master's,Life Sciences,0,3.3,2022-01-01,0
2599,Charles,Gonzalez,29,Male,Married,18,Doctoral/Professional,Human Resources,0,2,2023-01-01,1
2600,Joseph,Jackson,39,Male,Single,10,Some College,Medical,1,20.9,2004-12-31,0
2601,Barbara,Johnson,42,Female,Divorced,1,Doctoral/Professional,Marketing,5,9.9,2020-01-01,0
2602,Dorothy,Wilson,32,Female,Married,13,Bachelor's,Other,1,2.2,2022-01-01,0
2603,Ashley,Moore,35,Female,Divorced,1,Master's,Medical,2,16.5,2019-01-01,0
2605,Nancy,Gonzalez,27,Female,Married,8,Master's,Marketing,1,8,2016-01-01,0
2606,David,Anderson,32,Male,Married,2,No Degree,Life Sciences,1,11,2014-01-01,0
2608,Mark,Hernandez,51,Male,Single,8,Master's,Life Sciences,2,18,2020-01-01,1
2609,Mary,Smith,37,Female,Married,1,Some College,Medical,2,18.7,2020-12-31,0
2610,Susan,Gonzalez,42,Female,Married,7,Master's,Medical,6,19.8,2023-01-01,0
2611,Andrew,Brown,33,Male,Single,2,Bachelor's,Medical,4,7,2023-01-01,0
2612,Christopher,Lopez,21,Male,Single,7,No Degree,Marketing,1,1,2023-01-01,1
2613,Kenneth,Rodriguez,49,Male,Married,2,No Degree,Life Sciences,3,30.8,2019-01-01,0
2614,Elizabeth,Moore,28,Female,Divorced,3,Bachelor's,Medical,1,1,2023-01-01,0
2615,Sarah,Davis,33,Female,Married,18,Master's,Marketing,0,5,2020-01-01,1
2617,Donna,Hernandez,32,Female,Married,4,Bachelor's,Life Sciences,1,14,2009-12-31,0
2618,Nancy,Garcia,47,Female,Married,8,Some College,Other,4,31.9,1998-01-01,0
2619,Donald,Wilson,24,Male,Married,23,Bachelor's,Medical,1,6,2017-12-31,0
2620,Susan,Wilson,34,Female,Married,8,Some College,Life Sciences,5,6.6,2020-12-31,0
2621,Daniel,Lopez,48,Male,Married,9,Bachelor's,Marketing,4,27,2023-01-01,0
2623,Sandra,Garcia,31,Female,Single,5,Bachelor's,Marketing,1,1.1,2023-01-01,1
2624,Emily,Jones,29,Female,Married,20,Some College,Marketing,1,9.9,2015-01-01,0
2625,Andrew,Davis,44,Male,Divorced,2,Bachelor's,Life Sciences,4,14.3,2014-01-01,0
2626,Linda,Rodriguez,59,Female,Married,2,Master's,Human Resources,9,30,2020-12-31,0
2627,Jessica,Moore,31,Female,Married,25,Bachelor's,Medical,1,11,2014-01-01,0
2628,Anthony,Gonzalez,21,Male,Single,15,Some College,Life Sciences,1,0,2024-01-01,0
2629,Richard,Jones,28,Male,Divorced,27,Doctoral/Professional,Marketing,7,11,2016-01-01,0
2630,William,Thomas,27,Male,Married,8,No Degree,Medical,1,10,2014-01-01,0
2631,James,Garcia,44,Male,Divorced,4,Some College,Life Sciences,1,28.6,1999-01-01,0
2633,William,Taylor,33,Male,Married,28,Master's,Life Sciences,1,15,2008-12-31,0
2634,Kimberly,Hernandez,30,Female,Single,3,Bachelor's,Technical Degree,5,8.8,2019-01-01,1
2635,Donald,Martinez,32,Male,Married,5,Some College,Medical,1,15,2008-12-31,0
2636,Sarah,Moore,33,Female,Married,4,Master's,Medical,8,8.8,2019-01-01,0
2637,Emily,Johnson,31,Female,Single,1,Doctoral/Professional,Life Sciences,1,10,2014-01-01,1
2639,Elizabeth,Johnson,48,Female,Married,2,Doctoral/Professional,Marketing,2,14,2015-01-01,0
2640,Susan,Rodriguez,34,Female,Single,24,Master's,Medical,0,16,2008-12-31,0
2641,Donald,Brown,28,Male,Divorced,15,Some College,Marketing,2,13.2,2016-12-31,0
2643,Sarah,Lopez,36,Female,Single,1,Master's,Life Sciences,4,13.2,2016-01-01,0
2645,Paul,Rodriguez,45,Male,Married,6,Master's,Other,4,17,2024-01-01,0
2646,Daniel,Smith,29,Male,Divorced,2,Master's,Life Sciences,0,3,2022-01-01,1
2647,Margaret,Brown,37,Female,Single,1,Bachelor's,Technical Degree,4,12,2017-12-31,1
2648,Nancy,Martin,26,Female,Married,1,Bachelor's,Medical,1,3.3,2020-12-31,0
2649,Susan,Jackson,31,Female,Divorced,2,Master's,Life Sciences,1,11,2014-01-01,0
2650,Andrew,Moore,32,Male,Married,4,Master's,Medical,1,14,2009-12-31,1
2653,Steven,Thomas,44,Male,Single,17,Bachelor's,Life Sciences,2,6.6,2024-01-01,0
2654,Mark,Williams,35,Male,Single,10,Master's,Life Sciences,2,19.8,2023-01-01,0
2656,Thomas,Anderson,49,Male,Single,7,Bachelor's,Other,8,26,2019-01-01,1
2657,William,Garcia,32,Male,Single,6,Master's,Medical,1,13.2,2012-12-31,0
2659,Donna,Jackson,47,Female,Single,27,Some College,Life Sciences,4,8,2019-01-01,1
2660,Matthew,Williams,38,Male,Married,1,Bachelor's,Life Sciences,7,19,2011-01-01,0
2661,Robert,Garcia,44,Male,Single,5,Master's,Marketing,4,14,2015-01-01,0
2664,Thomas,Rodriguez,51,Male,Married,7,Master's,Medical,2,10,2023-01-01,0
2665,Donna,Gonzalez,38,Female,Single,2,Bachelor's,Medical,1,4.4,2020-01-01,0
2666,Charles,Anderson,36,Male,Married,2,Some College,Life Sciences,3,13,2016-01-01,0
2667,Nancy,Jackson,38,Female,Single,1,Master's,Life Sciences,4,12,2016-01-01,0
2670,David,Smith,37,Male,Married,7,Master's,Medical,5,17.6,2019-01-01,0
2671,Barbara,Davis,47,Female,Divorced,2,Master's,Life Sciences,6,31.9,2020-12-31,0
2672,Charles,Williams,47,Male,Married,5,Doctoral/Professional,Life Sciences,4,23.1,2020-12-31,0
2674,Matthew,Brown,37,Male,Single,24,No Degree,Life Sciences,7,18,2016-12-31,0
2675,Michael,Williams,37,Male,Married,19,Bachelor's,Life Sciences,3,9,2020-01-01,0
2676,Ashley,Moore,29,Female,Single,14,No Degree,Other,0,9.9,2016-01-01,1
2677,John,Smith,50,Male,Single,10,Bachelor's,Technical Degree,6,20,2020-01-01,0
2678,Matthew,Taylor,45,Male,Single,25,Bachelor's,Medical,2,25,2007-01-01,0
2679,Robert,Brown,32,Male,Single,1,Some College,Life Sciences,6,11,2024-01-01,1
2680,Charles,Martin,48,Male,Married,2,No Degree,Marketing,3,12,2022-01-01,0
2682,Matthew,Martinez,34,Male,Married,23,Some College,Medical,4,18.7,2019-01-01,0
2683,Jessica,Davis,34,Female,Single,27,Some College,Medical,2,9.9,2020-12-31,0
2688,Nancy,Hernandez,27,Female,Single,9,Bachelor's,Marketing,1,2,2022-01-01,1
2689,Ashley,Anderson,37,Female,Divorced,14,Bachelor's,Life Sciences,1,18,2006-01-01,0
2690,Paul,Rodriguez,36,Male,Divorced,9,Some College,Life Sciences,2,11,2019-01-01,0
2691,Kimberly,Anderson,37,Female,Married,10,Bachelor's,Life Sciences,1,17.6,2008-01-01,0
2693,Elizabeth,Jackson,34,Female,Married,11,Some College,Technical Degree,0,11,2015-01-01,0
2694,Donna,Anderson,48,Female,Married,7,Some College,Medical,2,20.9,2015-01-01,1
2695,Emily,Wilson,45,Female,Divorced,2,Some College,Medical,5,20,2019-01-01,0
2696,Steven,Moore,25,Male,Married,3,Bachelor's,Medical,1,0,2024-01-01,0
2697,Karen,Lopez,22,Female,Married,17,Some College,Life Sciences,1,1,2023-01-01,1
2698,Ashley,Moore,31,Female,Married,3,Master's,Life Sciences,1,8.8,2016-01-01,0
2699,Jessica,Williams,31,Female,Single,7,Master's,Medical,1,11,2012-12-31,0
2700,Sandra,Martinez,49,Female,Married,8,Some College,Other,4,29,1998-01-01,0
2701,Daniel,Wilson,46,Male,Married,10,Bachelor's,Life Sciences,4,29,2001-12-31,0
2703,Thomas,Smith,26,Male,Married,1,Some College,Life Sciences,1,7,2016-12-31,0
2706,Thomas,Thomas,29,Male,Married,2,Bachelor's,Life Sciences,0,6.6,2019-01-01,0
2707,Paul,Smith,32,Male,Divorced,2,Master's,Life Sciences,3,14,2016-12-31,0
2709,Karen,Smith,47,Female,Divorced,3,Bachelor's,Medical,9,30.8,2001-12-31,0
2710,Anthony,Martinez,49,Male,Married,8,Master's,Life Sciences,5,17.6,2014-01-01,0
2711,Kenneth,Davis,41,Male,Single,6,Bachelor's,Medical,2,20,2006-01-01,1
2712,James,Moore,53,Male,Married,20,Some College,Technical Degree,3,12,2014-01-01,0
2713,Daniel,Miller,52,Male,Married,3,Bachelor's,Medical,2,30.8,2019-01-01,0
2714,Anthony,Moore,36,Male,Single,8,Master's,Life Sciences,1,10,2014-01-01,0
2715,Anthony,Gonzalez,37,Male,Married,7,Some College,Medical,1,23.1,2003-01-01,0
2716,Joseph,Garcia,41,Male,Divorced,19,Some College,Life Sciences,2,18.7,2023-01-01,0
2717,Matthew,Gonzalez,25,Male,Divorced,3,Bachelor's,Medical,1,1.1,2023-01-01,0
2718,Joseph,Rodriguez,36,Male,Single,9,Master's,Life Sciences,7,11,2019-01-01,1
2719,Jennifer,Wilson,49,Female,Single,6,Some College,Medical,0,8,2016-12-31,0
2720,Jessica,Taylor,38,Female,Single,16,Bachelor's,Life Sciences,6,18,2020-01-01,0
2721,Kenneth,Rodriguez,36,Male,Married,23,Some College,Medical,4,18.7,2019-01-01,0
2723,Charles,Wilson,31,Male,Single,2,Master's,Other,7,10,2019-01-01,0
2724,Susan,Williams,44,Female,Married,28,Bachelor's,Medical,3,23,2012-01-01,0
2725,David,Jones,23,Male,Single,5,Bachelor's,Marketing,1,6.6,2017-12-31,1
2726,Thomas,Brown,28,Male,Married,21,Bachelor's,Medical,1,5.5,2019-01-01,0
2727,Mark,Martin,37,Male,Single,10,Master's,Medical,1,11,2014-01-01,1
2729,Donna,Thomas,27,Female,Single,2,Some College,Medical,0,9,2016-01-01,0
2730,Susan,Hernandez,27,Female,Married,9,Master's,Medical,9,9.9,2019-01-01,1
2731,Mary,Jones,45,Female,Single,28,Some College,Technical Degree,1,21,2003-01-01,0
2732,John,Moore,34,Male,Married,2,Some College,Medical,1,11,2014-01-01,0
2734,Michael,Martinez,26,Male,Single,16,Bachelor's,Medical,1,5.5,2019-01-01,0
2735,Sarah,Jones,31,Female,Married,2,Some College,Life Sciences,7,14.3,2015-01-01,1
2736,Mark,Smith,49,Male,Married,4,Some College,Medical,2,23,2023-01-01,0
2738,William,Smith,55,Male,Married,2,Master's,Technical Degree,8,20.9,2019-01-01,0
2739,Donald,Miller,41,Male,Married,12,Master's,Life Sciences,3,6.6,2023-01-01,0
2740,Lisa,Wilson,33,Female,Divorced,22,Bachelor's,Life Sciences,7,11,2016-12-31,0
2741,Karen,Thomas,58,Female,Married,23,Master's,Medical,1,44,1984-01-01,1
2743,John,Hernandez,26,Male,Single,7,Bachelor's,Life Sciences,0,5.5,2020-01-01,0
2745,John,Rodriguez,43,Male,Married,21,Bachelor's,Medical,7,8,2020-12-31,0
2746,Betty,Williams,32,Female,Married,13,Bachelor's,Other,1,2,2022-01-01,0
2748,Elizabeth,Miller,32,Female,Single,15,Some College,Medical,1,11,2014-01-01,0
2749,Sarah,Gonzalez,26,Female,Married,6,Bachelor's,Other,1,5,2019-01-01,0
2750,James,Brown,53,Male,Married,7,Bachelor's,Life Sciences,3,35.2,2019-01-01,1
2751,Jessica,Gonzalez,32,Female,Single,5,Some College,Life Sciences,3,8,2020-01-01,1
2752,Mark,Davis,44,Male,Married,1,Bachelor's,Medical,2,23.1,2014-01-01,1
2753,Patricia,Miller,25,Female,Married,11,Bachelor's,Medical,8,5,2023-01-01,1
2756,Ashley,Gonzalez,44,Female,Divorced,8,Master's,Life Sciences,8,20.9,2008-01-01,0
2758,David,Johnson,45,Male,Married,29,Master's,Life Sciences,1,11,2014-01-01,1
2759,Kimberly,Taylor,20,Female,Married,26,Some College,Other,1,4.4,2020-01-01,0
2762,Richard,Lopez,53,Male,Single,14,Master's,Medical,8,39.6,2000-01-01,0
2763,John,Miller,33,Male,Married,9,Bachelor's,Medical,0,16.5,2009-12-31,0
2765,Anthony,Hernandez,47,Male,Single,1,Bachelor's,Life Sciences,4,25.3,2016-01-01,0
2766,Mary,Garcia,26,Female,Divorced,27,Bachelor's,Medical,0,6.6,2019-01-01,0
2767,Charles,Jackson,51,Male,Married,4,Master's,Life Sciences,9,18,2014-01-01,1
2768,Linda,Gonzalez,33,Female,Married,1,Master's,Other,1,6,2017-12-31,1
2769,Jessica,Smith,29,Female,Single,9,Bachelor's,Marketing,1,2.2,2022-01-01,1
2770,John,Jackson,33,Male,Married,5,No Degree,Life Sciences,6,8.8,2019-01-01,0
2771,Donald,Martin,26,Male,Single,7,Bachelor's,Medical,1,7,2016-12-31,0
2772,William,Lopez,26,Male,Divorced,6,Bachelor's,Life Sciences,1,3,2020-12-31,0
2773,Robert,Davis,29,Male,Single,5,Bachelor's,Medical,0,10,2015-01-01,0
2774,David,Thomas,39,Male,Married,1,Bachelor's,Life Sciences,1,9.9,2015-01-01,0
2775,Jennifer,Martin,32,Female,Married,4,Master's,Marketing,9,6.6,2020-12-31,0
2776,Lisa,Johnson,58,Female,Married,7,Bachelor's,Life Sciences,5,36.3,1995-01-01,0
2777,Patricia,Lopez,37,Female,Married,1,Bachelor's,Life Sciences,1,14,2009-12-31,0
2779,Michael,Jones,42,Male,Married,5,Bachelor's,Marketing,7,26,2001-12-31,0
2780,Donald,Davis,55,Male,Married,26,Master's,Human Resources,4,38.5,2014-01-01,0
2781,Christopher,Moore,56,Male,Divorced,1,Master's,Life Sciences,2,13.2,2019-01-01,0
2782,Daniel,Anderson,27,Male,Married,2,No Degree,Medical,9,6,2022-01-01,0
2783,Richard,Smith,30,Male,Married,1,Master's,Medical,0,3,2022-01-01,0
2784,Betty,Lopez,30,Female,Single,2,Bachelor's,Medical,5,13.2,2024-01-01,0
2785,William,Rodriguez,37,Male,Divorced,11,Bachelor's,Other,1,11,2014-01-01,0
2786,John,Thomas,50,Male,Married,19,Master's,Medical,0,5,2020-01-01,0
2788,Karen,Moore,42,Female,Single,23,Doctoral/Professional,Life Sciences,2,17.6,2023-01-01,0
2789,Donald,Miller,27,Male,Married,17,Bachelor's,Technical Degree,0,6.6,2019-01-01,0
2790,Emily,Garcia,44,Female,Divorced,1,Doctoral/Professional,Marketing,5,9,2020-01-01,0
2791,Paul,Lopez,49,Male,Married,8,No Degree,Life Sciences,1,11,2014-01-01,0
2793,Sarah,Martin,43,Female,Single,2,Bachelor's,Life Sciences,1,1,2023-01-01,0
2795,Robert,Taylor,35,Male,Divorced,11,Some College,Marketing,1,5,2019-01-01,0
2797,Karen,Rodriguez,43,Female,Married,26,Master's,Life Sciences,2,5,2023-01-01,1
2798,Paul,Lopez,24,Male,Married,11,Some College,Medical,1,5.5,2019-01-01,0
2799,Sandra,Smith,36,Female,Single,3,Master's,Marketing,3,16.5,2019-01-01,0
2800,Steven,Gonzalez,35,Male,Single,10,Master's,Life Sciences,2,18,2023-01-01,0
2801,David,Smith,40,Male,Married,20,Master's,Technical Degree,4,14,2012-12-31,0
2802,Kenneth,Lopez,50,Male,Single,1,Master's,Other,3,5,2024-01-01,1
2803,Kenneth,Davis,48,Male,Divorced,1,Master's,Life Sciences,7,12,2017-12-31,1
2805,Paul,Gonzalez,35,Male,Single,22,Bachelor's,Life Sciences,0,6.6,2019-01-01,0
